trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,hour,day,month
2019-03-26 00:09:31,4585132874641,fraud_Durgan-Auer,misc_net,758.05,F,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,39.150604,-93.533641,1,0,26,3
2019-03-26 00:38:04,5301645381939419,fraud_Deckow-O'Conner,grocery_pos,316.84,M,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,40.253749,-105.421264,1,0,26,3
2019-03-26 01:43:16,5301645381939419,fraud_Miller-Hauck,grocery_pos,315.96,M,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,39.723035,-105.285917,1,1,26,3
2019-03-26 02:19:24,4585132874641,fraud_Heller-Langosh,gas_transport,8.12,F,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,39.4273,-93.330428,1,2,26,3
2019-03-26 03:50:50,5301645381939419,fraud_Parisian and Sons,gas_transport,9.21,M,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,39.34278,-105.141471,1,3,26,3
2019-03-26 03:55:21,5301645381939419,fraud_Murray-Smitham,grocery_pos,289.41,M,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,40.373788,-104.313727,1,3,26,3
2019-03-26 16:29:40,371683116218417,fraud_Ankunding LLC,shopping_net,1051.21,F,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,41.528011,-75.087735,1,16,26,3
2019-03-26 23:13:50,371683116218417,"fraud_Quitzon, Green and Bashirian",shopping_pos,1057.1,F,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,40.792859,-74.426649,1,23,26,3
2019-03-26 23:21:48,371683116218417,fraud_Fisher Inc,shopping_net,1034.07,F,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,40.686187,-73.858278,1,23,26,3
2019-03-26 23:26:52,4585132874641,fraud_Beier and Sons,home,236.87,F,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,38.830508,-93.935056,1,23,26,3
2019-03-27 02:10:38,375904527651269,fraud_Rutherford-Mertz,grocery_pos,336.08,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,39.540778,-98.121694,1,2,27,3
2019-03-27 17:42:13,4003771737807706,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,850.83,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,35.329671999999995,-90.635398,1,17,27,3
2019-03-27 20:55:29,4003771737807706,fraud_Lemke-Gutmann,shopping_net,1142.62,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,34.87886,-90.700243,1,20,27,3
2019-03-27 22:00:55,375904527651269,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,335.02,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,40.051279,-99.18663,1,22,27,3
2019-03-27 23:12:03,375904527651269,fraud_Predovic Inc,shopping_net,1011.94,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,40.896805,-97.782589,1,23,27,3
2019-03-27 23:25:32,4003771737807706,fraud_Kuhn LLC,misc_net,821.02,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,34.287567,-91.18158,1,23,27,3
2019-03-27 23:43:04,375904527651269,"fraud_Kilback, Nitzsche and Leffler",travel,7.55,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,39.675498,-98.232851,1,23,27,3
2019-03-28 01:14:51,4003771737807706,fraud_Brekke and Sons,gas_transport,20.15,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,34.920598,-91.283309,1,1,28,3
2019-03-28 01:25:22,4003771737807706,"fraud_Swift, Bradtke and Marquardt",grocery_net,16.21,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,35.051097,-91.504396,1,1,28,3
2019-03-28 01:58:39,4003771737807706,fraud_Schmitt Inc,gas_transport,19.71,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,34.414325,-91.471494,1,1,28,3
2019-03-28 13:46:25,4003771737807706,fraud_Lesch Ltd,shopping_pos,823.05,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,34.590318,-91.996352,1,13,28,3
2019-03-28 22:02:30,375904527651269,"fraud_Gottlieb, Considine and Schultz",shopping_net,1045.91,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,40.32476,-97.717831,1,22,28,3
2019-03-28 22:35:57,375904527651269,fraud_Cruickshank-Mills,entertainment,621.8,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,39.964514,-98.007375,1,22,28,3
2019-03-28 22:56:46,4003771737807706,fraud_Jast Ltd,shopping_net,1126.82,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,35.35945,-91.384708,1,22,28,3
2019-03-28 23:39:44,4003771737807706,"fraud_Reichert, Rowe and Mraz",shopping_net,908.46,F,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,35.798337,-90.43103,1,23,28,3
2019-03-30 00:20:53,4629451965224809,"fraud_Ferry, Reichel and DuBuque",grocery_net,17.8,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.427838,-83.14745,1,0,30,3
2019-03-30 01:11:15,3533012926413100,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,844.43,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,43.727297,-75.803725,1,1,30,3
2019-03-30 01:24:20,4629451965224809,fraud_Stracke-Lemke,grocery_pos,287.07,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.114623,-84.172455,1,1,30,3
2019-03-30 03:02:30,4629451965224809,fraud_Kilback LLC,grocery_pos,320.93,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.174786,-83.761471,1,3,30,3
2019-03-30 22:02:04,4629451965224809,fraud_Metz-Boehm,shopping_pos,686.01,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.456681,-82.420461,1,22,30,3
2019-03-30 22:05:45,4629451965224809,fraud_Pfeffer and Sons,shopping_pos,874.83,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.974556,-82.38318000000001,1,22,30,3
2019-03-30 22:17:16,3533012926413100,fraud_Sawayn PLC,shopping_pos,866.48,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,42.309165,-76.015289,1,22,30,3
2019-03-30 22:20:26,3533012926413100,fraud_Donnelly LLC,entertainment,487.15,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,42.438146,-76.040146,1,22,30,3
2019-03-30 22:26:39,4629451965224809,"fraud_Gottlieb, Considine and Schultz",shopping_net,1051.95,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.211488,-83.939532,1,22,30,3
2019-03-30 22:41:55,3533012926413100,fraud_Kuhn LLC,shopping_pos,1014.26,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,43.977637,-75.934318,1,22,30,3
2019-03-30 23:10:50,4629451965224809,fraud_Ullrich Ltd,kids_pets,22.1,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.429775,-82.414864,1,23,30,3
2019-03-30 23:14:28,3533012926413100,fraud_Daugherty LLC,kids_pets,15.95,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,42.910501,-74.600564,1,23,30,3
2019-03-30 23:31:51,4629451965224809,"fraud_Heathcote, Yost and Kertzmann",shopping_net,955.57,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.375508,-83.014185,1,23,30,3
2019-03-30 23:52:19,4629451965224809,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,934.9,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.033036,-83.738791,1,23,30,3
2019-03-31 00:01:02,4629451965224809,fraud_Bailey-Morar,grocery_pos,310.48,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.661298,-83.65864599999999,1,0,31,3
2019-03-31 01:05:29,4629451965224809,fraud_Brekke and Sons,gas_transport,8.82,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.522003,-83.40834100000001,1,1,31,3
2019-03-31 03:16:48,4629451965224809,fraud_Kuphal-Predovic,misc_net,837.11,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.647601,-83.770752,1,3,31,3
2019-03-31 15:37:51,6597888193422452,fraud_Gleason-Macejkovic,shopping_net,1108.62,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,32.901461,-98.770651,1,15,31,3
2019-03-31 17:22:09,4629451965224809,"fraud_Zboncak, Rowe and Murazik",shopping_net,1170.83,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,31.622391,-82.875187,1,17,31,3
2019-03-31 22:00:58,3533012926413100,fraud_Romaguera Ltd,health_fitness,17.91,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,44.167637,-75.51302,1,22,31,3
2019-03-31 22:03:08,4629451965224809,fraud_Gerlach Inc,shopping_net,1080.47,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.293152000000003,-84.312386,1,22,31,3
2019-03-31 22:20:15,4629451965224809,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1048.63,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.551276,-83.416124,1,22,31,3
2019-03-31 22:22:11,6597888193422452,fraud_Kerluke Inc,misc_net,694.57,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.491096,-98.043206,1,22,31,3
2019-03-31 22:37:13,6597888193422452,"fraud_Zboncak, Rowe and Murazik",shopping_net,1185.32,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,34.185507,-98.0102,1,22,31,3
2019-03-31 23:05:46,6597888193422452,fraud_Jast Ltd,shopping_net,856.78,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.468114,-99.084677,1,23,31,3
2019-03-31 23:23:54,6597888193422452,fraud_Kuphal-Predovic,misc_net,942.82,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.749405,-97.69669,1,23,31,3
2019-03-31 23:25:14,3533012926413100,fraud_Romaguera Ltd,health_fitness,19.74,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,42.776201,-75.757786,1,23,31,3
2019-03-31 23:39:01,4629451965224809,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,623.89,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.878934,-83.994025,1,23,31,3
2019-03-31 23:56:25,6597888193422452,fraud_Turner and Sons,shopping_pos,875.12,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.609344,-97.924235,1,23,31,3
2019-04-01 00:53:54,3566094707272327,fraud_Ernser-Lynch,food_dining,98.7,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,34.956507,-118.702334,1,0,1,4
2019-04-01 02:23:57,6597888193422452,fraud_Shields Inc,grocery_net,13.53,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,34.313024,-97.671294,1,2,1,4
2019-04-01 03:29:14,3566094707272327,"fraud_Konopelski, Schneider and Hartmann",food_dining,128.49,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,35.174848,-118.781514,1,3,1,4
2019-04-01 16:45:54,6597888193422452,fraud_Feil-Morar,health_fitness,19.3,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.397925,-98.153474,1,16,1,4
2019-04-01 22:18:42,6597888193422452,fraud_Dooley-Thompson,misc_net,773.4,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.010075,-98.457823,1,22,1,4
2019-04-01 22:20:50,6597888193422452,fraud_Bashirian Group,shopping_net,992.2,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,34.070157,-98.519012,1,22,1,4
2019-04-02 00:50:29,38588538868506,"fraud_Casper, Hand and Zulauf",grocery_pos,391.43,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.449152,-102.735023,1,0,2,4
2019-04-02 01:10:44,3566094707272327,fraud_Rempel Inc,shopping_net,1038.29,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,35.160525,-117.540395,1,1,2,4
2019-04-02 02:59:05,38588538868506,fraud_Cormier LLC,shopping_net,897.66,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,30.895524,-102.790573,1,2,2,4
2019-04-02 03:46:31,38588538868506,"fraud_Heller, Gutmann and Zieme",grocery_pos,331.74,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,30.79784,-102.662302,1,3,2,4
2019-04-02 22:20:59,38588538868506,fraud_Hills-Boyer,personal_care,21.18,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.412249,-103.491172,1,22,2,4
2019-04-03 00:39:33,38588538868506,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,795.73,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,30.715769,-102.452437,1,0,3,4
2019-04-03 02:07:17,5144043920225212,"fraud_Reilly, Heaney and Cole",gas_transport,9.47,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,35.777671999999995,-82.02756600000001,1,2,3,4
2019-04-03 02:40:14,38588538868506,fraud_Fisher-Schowalter,shopping_net,907.95,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.893461,-102.348293,1,2,3,4
2019-04-03 02:51:34,30404291151692,"fraud_Schultz, Simonis and Little",grocery_pos,369.14,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,43.520471,-78.438739,1,2,3,4
2019-04-03 03:22:17,5144043920225212,"fraud_Heller, Gutmann and Zieme",grocery_pos,269.84,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,36.354458,-82.7382,1,3,3,4
2019-04-03 03:24:09,38588538868506,fraud_Lynch Ltd,shopping_pos,895.53,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,30.9186,-102.731668,1,3,3,4
2019-04-03 03:24:36,38588538868506,"fraud_Heller, Gutmann and Zieme",grocery_pos,345.67,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.868497,-103.679341,1,3,3,4
2019-04-03 03:31:56,5144043920225212,fraud_Zemlak Group,misc_net,798.46,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,37.005235,-81.672822,1,3,3,4
2019-04-03 06:52:37,373043435942726,fraud_Rau and Sons,grocery_pos,282.82,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,29.329027000000004,-95.923293,1,6,3,4
2019-04-03 22:27:15,373043435942726,"fraud_Little, Gutmann and Lynch",shopping_net,928.19,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,28.656761,-96.733031,1,22,3,4
2019-04-03 22:58:26,5144043920225212,"fraud_Watsica, Haag and Considine",shopping_pos,871.92,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,36.31804,-82.586743,1,22,3,4
2019-04-03 23:06:22,373043435942726,"fraud_Schmeler, Bashirian and Price",shopping_net,958.38,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,29.783491,-95.465936,1,23,3,4
2019-04-03 23:12:06,30404291151692,fraud_Ruecker-Mayert,kids_pets,18.52,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,42.288275,-79.432909,1,23,3,4
2019-04-03 23:12:22,30404291151692,fraud_Botsford and Sons,home,269.86,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,43.692127,-78.86803499999999,1,23,3,4
2019-04-03 23:21:54,373043435942726,"fraud_Lockman, West and Runte",grocery_pos,282.97,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,28.683255,-95.023983,1,23,3,4
2019-04-03 23:38:26,5144043920225212,fraud_Lynch Ltd,shopping_pos,809.46,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,36.269974,-81.516077,1,23,3,4
2019-04-03 23:47:59,373043435942726,fraud_Kassulke PLC,shopping_net,1083.02,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,29.701781,-96.900946,1,23,3,4
2019-04-03 23:48:32,5144043920225212,"fraud_Streich, Dietrich and Barton",shopping_net,994.0,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,37.324006,-80.905928,1,23,3,4
2019-04-04 00:12:24,373043435942726,fraud_Koepp-Witting,grocery_pos,295.47,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,30.136772,-95.81008,1,0,4,4
2019-04-04 00:30:36,30404291151692,fraud_Doyle Ltd,grocery_pos,358.55,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,43.370699,-78.464414,1,0,4,4
2019-04-04 00:33:59,5144043920225212,fraud_Zemlak Group,misc_net,857.34,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,37.446072,-80.934439,1,0,4,4
2019-04-04 01:10:33,5144043920225212,fraud_Kutch and Sons,grocery_pos,335.96,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,35.61166,-81.529852,1,1,4,4
2019-04-04 01:51:22,373043435942726,"fraud_Jenkins, Hauck and Friesen",gas_transport,11.7,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,29.374362,-95.548261,1,1,4,4
2019-04-04 02:55:59,30404291151692,"fraud_Little, Gutmann and Lynch",shopping_net,791.92,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,43.359533,-79.75705400000001,1,2,4,4
2019-04-04 04:56:43,30404291151692,fraud_Pacocha-Bauch,shopping_pos,933.08,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,42.731304,-79.64902099999999,1,4,4,4
2019-04-04 15:31:56,5144043920225212,fraud_Kuhn LLC,misc_net,907.76,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,37.217225,-82.629307,1,15,4,4
2019-04-04 22:45:54,6528911529051375,fraud_Miller-Harris,misc_net,816.43,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,45.521119,-91.147222,1,22,4,4
2019-04-04 22:57:22,5144043920225212,"fraud_Zboncak, Rowe and Murazik",shopping_net,1213.87,M,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,36.840971,-81.078136,1,22,4,4
2019-04-04 23:41:00,373043435942726,fraud_Jacobi and Sons,shopping_pos,814.74,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,29.626857,-96.488459,1,23,4,4
2019-04-04 23:42:24,373043435942726,fraud_Auer-West,shopping_net,853.84,M,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,28.697886,-95.064438,1,23,4,4
2019-04-04 23:45:29,6528911529051375,fraud_Terry Ltd,home,403.93,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,46.19146,-90.679858,1,23,4,4
2019-04-05 00:13:57,6528911529051375,"fraud_Robel, Cummerata and Prosacco",gas_transport,24.84,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,45.50789,-91.274329,1,0,5,4
2019-04-05 01:47:10,6528911529051375,"fraud_Mosciski, Gislason and Mertz",grocery_pos,319.57,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,46.592532,-90.097076,1,1,5,4
2019-04-05 22:18:36,6528911529051375,fraud_Gleason-Macejkovic,shopping_net,872.79,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,46.181104,-90.213845,1,22,5,4
2019-04-05 22:51:17,6528911529051375,fraud_Sporer-Keebler,personal_care,50.3,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,45.649894,-90.055231,1,22,5,4
2019-04-05 23:26:23,6528911529051375,"fraud_Huel, Hammes and Witting",grocery_pos,307.8,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,45.750286,-91.019286,1,23,5,4
2019-04-06 00:42:33,4681699462969,"fraud_Schultz, Simonis and Little",grocery_pos,316.5,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,35.810253,-86.377709,1,0,6,4
2019-04-06 02:49:11,4681699462969,fraud_Kuvalis Ltd,gas_transport,8.71,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,36.239384,-86.052439,1,2,6,4
2019-04-06 03:34:12,4681699462969,"fraud_Mosciski, Gislason and Mertz",grocery_pos,285.75,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,35.302035,-86.415761,1,3,6,4
2019-04-06 03:40:52,4681699462969,fraud_Parisian and Sons,gas_transport,9.36,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,35.781384,-86.876933,1,3,6,4
2019-04-06 23:19:30,4681699462969,"fraud_Little, Gutmann and Lynch",shopping_net,900.17,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,36.533237,-85.805188,1,23,6,4
2019-04-06 23:24:14,4681699462969,fraud_Denesik and Sons,shopping_pos,744.64,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,35.421759,-86.349458,1,23,6,4
2019-04-06 23:53:40,4681699462969,fraud_Mohr-Bayer,shopping_net,1173.54,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,36.464309,-85.98790100000001,1,23,6,4
2019-04-07 01:06:06,180014262259255,fraud_Emard Inc,gas_transport,7.87,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,32.528206,-86.809873,1,1,7,4
2019-04-07 01:49:15,3536818734263520,fraud_Huel-Langworth,misc_net,793.53,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,40.929621,-94.622744,1,1,7,4
2019-04-07 01:59:01,3536818734263520,"fraud_Herman, Treutel and Dickens",misc_net,659.64,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,42.275924,-94.318208,1,1,7,4
2019-04-07 02:19:33,3536818734263520,fraud_Huel Ltd,misc_net,650.82,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,42.465319,-92.692,1,2,7,4
2019-04-07 02:39:23,3536818734263520,fraud_Emard Inc,gas_transport,12.82,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,41.065203,-93.44974,1,2,7,4
2019-04-07 13:09:18,3536818734263520,"fraud_Mosciski, Ziemann and Farrell",shopping_net,948.76,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,41.231767,-92.856979,1,13,7,4
2019-04-07 19:01:46,180014262259255,"fraud_Baumbach, Feeney and Morar",shopping_net,885.19,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,31.038098,-86.957767,1,19,7,4
2019-04-07 22:37:50,180014262259255,fraud_Morissette PLC,shopping_pos,997.25,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,32.303372,-85.69674,1,22,7,4
2019-04-07 22:44:31,3536818734263520,fraud_Little Ltd,kids_pets,21.04,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,41.123378,-93.46269,1,22,7,4
2019-04-07 23:06:59,180014262259255,"fraud_Casper, Hand and Zulauf",grocery_pos,310.44,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,32.566405,-85.422331,1,23,7,4
2019-04-07 23:31:07,180014262259255,fraud_Lemke and Sons,travel,9.99,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,31.040987,-86.798337,1,23,7,4
2019-04-07 23:41:28,180014262259255,"fraud_Reichert, Rowe and Mraz",shopping_net,940.16,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,31.005039,-85.697335,1,23,7,4
2019-04-07 23:47:14,180014262259255,fraud_Hermann and Sons,shopping_pos,1053.8,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,32.114297,-86.184961,1,23,7,4
2019-04-08 00:36:47,36721445180895,fraud_Corwin-Collins,gas_transport,17.65,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,43.145269,-75.177424,1,0,8,4
2019-04-08 01:36:13,36721445180895,fraud_Bradtke PLC,grocery_pos,339.61,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,42.855039,-74.00506899999999,1,1,8,4
2019-04-08 02:20:08,3536818734263520,fraud_Miller-Hauck,grocery_pos,307.56,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,42.255891,-93.863047,1,2,8,4
2019-04-08 02:20:43,36721445180895,fraud_Deckow-O'Conner,grocery_pos,311.01,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,43.018819,-74.738179,1,2,8,4
2019-04-08 02:31:48,36721445180895,fraud_Murray-Smitham,grocery_pos,350.75,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,42.370517,-74.98671999999999,1,2,8,4
2019-04-08 03:38:30,3536818734263520,fraud_Gutmann Ltd,grocery_net,7.65,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,40.791184,-93.14961,1,3,8,4
2019-04-08 03:39:35,36721445180895,fraud_Padberg-Welch,grocery_pos,302.16,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,42.585557,-75.073964,1,3,8,4
2019-04-08 03:44:32,3536818734263520,fraud_Kuvalis Ltd,gas_transport,12.13,M,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,42.052738,-93.485832,1,3,8,4
