trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,hour
2019-04-18 23:12:47,60422928733,fraud_Bashirian Group,shopping_net,1036.43,M,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,34.441837,-82.475102,1,24
2019-04-18 23:42:35,60422928733,fraud_Schmidt and Sons,shopping_net,897.82,M,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,32.713373,-81.07408000000001,1,24
2019-04-18 23:49:45,30234966027947,fraud_Cormier LLC,shopping_net,1069.44,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,43.81055,-88.859278,1,24
2019-04-19 01:34:05,4497451418073897078,fraud_Dooley Inc,shopping_pos,802.95,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,31.609841,-92.798823,1,2
2019-04-19 02:13:24,6011197122270059,fraud_O'Keefe-Hudson,grocery_pos,306.26,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.147028000000006,-72.005133,1,3
2019-04-19 03:27:21,4933461930348832,fraud_Stracke-Lemke,grocery_pos,295.59,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,45.308925,-92.649819,1,4
2019-04-19 03:52:05,6011197122270059,fraud_Durgan-Auer,misc_net,870.34,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,41.829679,-71.785167,1,4
2019-04-19 05:56:16,6011197122270059,fraud_Kiehn Inc,grocery_pos,271.17,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,43.156342,-71.304125,1,6
2019-04-19 05:57:15,4497451418073897078,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,6.47,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,32.878525,-91.401016,1,6
2019-04-19 20:19:49,6011197122270059,fraud_Torphy-Goyette,shopping_pos,899.06,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.864927,-72.950552,1,21
2019-04-19 22:07:10,4933461930348832,fraud_Boyer PLC,shopping_net,973.89,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.225173,-93.547357,1,23
2019-04-19 22:24:51,4933461930348832,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1089.5,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,45.623662,-94.142936,1,23
2019-04-19 22:25:50,4933461930348832,"fraud_Cormier, Stracke and Thiel",entertainment,495.11,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.325459,-93.359615,1,23
2019-04-19 23:10:50,4933461930348832,fraud_Kuhn Group,food_dining,110.39,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,45.223776,-92.290543,1,24
2019-04-19 23:54:50,4933461930348832,"fraud_Reichert, Shanahan and Hayes",shopping_net,1052.8,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.359458,-92.330233,1,24
2019-04-20 01:00:20,4497451418073897078,fraud_Donnelly LLC,entertainment,577.62,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,31.919553000000004,-92.11797,1,2
2019-04-20 01:37:55,4497451418073897078,fraud_Hermann-Gaylord,misc_pos,7.61,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,32.132335999999995,-91.634778,1,2
2019-04-20 01:54:31,4933461930348832,fraud_Kilback LLC,grocery_pos,307.42,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.11242,-93.803683,1,2
2019-04-20 02:12:23,4497451418073897078,fraud_Heathcote LLC,shopping_net,983.87,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,32.930541,-92.212758,1,3
2019-04-20 02:23:56,4933461930348832,fraud_Koelpin and Sons,misc_net,845.48,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.035971,-93.19757,1,3
2019-04-20 03:12:14,6011197122270059,"fraud_Casper, Hand and Zulauf",grocery_pos,312.32,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.523028,-72.545761,1,4
2019-04-20 03:13:48,4933461930348832,"fraud_Kerluke, Kertzmann and Wiza",misc_net,771.14,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.905161,-92.423825,1,4
2019-04-20 03:43:34,6011197122270059,"fraud_Tillman, Fritsch and Schmitt",misc_net,725.31,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.817458,-72.371139,1,4
2019-04-20 04:37:24,4933461930348832,fraud_Huels-Nolan,gas_transport,10.05,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,45.213081,-93.31966,1,5
2019-04-20 06:01:44,4497451418073897078,fraud_Kuhn LLC,shopping_pos,772.91,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,32.975408,-91.690619,1,7
2019-04-20 14:37:52,4497451418073897078,fraud_Monahan-Morar,personal_care,19.41,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,31.833226,-91.209289,1,15
2019-04-20 22:10:17,6011197122270059,fraud_Jewess LLC,shopping_pos,869.52,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,41.822411,-71.642121,1,23
2019-04-20 22:54:07,4933461930348832,fraud_Terry-Huel,shopping_net,948.93,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,44.961763,-92.570751,1,23
2019-04-20 23:17:42,6011197122270059,fraud_Stamm-Witting,shopping_net,1092.74,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.726428000000006,-72.324967,1,24
2019-04-20 23:37:02,6011197122270059,fraud_Pfeffer and Sons,shopping_pos,719.06,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,42.095369,-72.48362900000001,1,24
2019-04-21 22:28:30,2256234701263057,fraud_Barton Inc,grocery_pos,289.02,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,43.353961,-71.68548299999999,1,23
2019-04-21 22:33:37,2256234701263057,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,835.73,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,44.204795,-71.32113000000001,1,23
2019-04-21 23:37:43,2256234701263057,fraud_Gleason-Macejkovic,shopping_net,851.8,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,42.743499,-71.932804,1,24
2019-04-21 23:45:44,2256234701263057,"fraud_Tillman, Fritsch and Schmitt",misc_net,698.55,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,44.018815,-72.322614,1,24
2019-04-22 01:41:08,2256234701263057,fraud_Heidenreich PLC,grocery_pos,255.87,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,44.26232,-71.875198,1,2
2019-04-22 01:47:41,2256234701263057,fraud_Kling Inc,gas_transport,11.87,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,42.764952,-71.565045,1,2
2019-04-22 02:33:54,2256234701263057,fraud_McDermott-Weimann,grocery_pos,239.07,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,42.813643,-71.48338199999999,1,3
2019-04-22 08:07:36,2256234701263057,fraud_Doyle Ltd,grocery_pos,273.06,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,43.160583,-71.288675,1,9
2019-04-22 22:37:46,2256234701263057,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,980.37,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,43.807682,-71.49239200000001,1,23
2019-04-22 23:12:26,2256234701263057,"fraud_Quitzon, Green and Bashirian",shopping_pos,913.02,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,42.537981,-71.277728,1,24
2019-04-23 00:50:26,213174467670432,fraud_Parisian and Sons,gas_transport,18.59,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,40.219532,-75.796171,1,1
2019-04-23 01:29:48,213174467670432,fraud_Stracke-Lemke,grocery_pos,339.86,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.615755,-76.71566999999999,1,2
2019-04-23 01:36:56,213174467670432,"fraud_Towne, Walker and Borer",grocery_net,15.61,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,40.040847,-76.64902,1,2
2019-04-23 03:20:54,213174467670432,fraud_Kunze Inc,grocery_pos,315.03,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.558665000000005,-76.124496,1,4
2019-04-23 22:13:57,213174467670432,"fraud_Schmeler, Bashirian and Price",shopping_net,920.59,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,38.536209,-75.14849,1,23
2019-04-23 22:32:16,213174467670432,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,780.81,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.886962,-75.398505,1,23
2019-04-23 23:30:26,213174467670432,"fraud_Gottlieb, Considine and Schultz",shopping_net,1065.52,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,40.33097,-75.77806899999999,1,24
2019-04-24 03:39:29,213174467670432,fraud_Kutch LLC,gas_transport,21.07,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.333993,-76.236827,1,4
2019-04-24 11:33:47,213174467670432,fraud_Auer-Mosciski,grocery_pos,351.32,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.430246,-76.49363699999999,1,12
2019-04-24 13:08:37,213174467670432,fraud_Conroy Ltd,shopping_pos,779.33,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,38.433077,-75.934201,1,14
2019-04-24 22:04:41,213174467670432,fraud_Kerluke-Abshire,shopping_net,991.83,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,40.116871,-75.583316,1,23
2019-04-24 22:24:03,213174467670432,fraud_Schoen Ltd,kids_pets,4.79,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.606261,-75.827394,1,23
2019-04-24 22:54:41,213174467670432,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,895.84,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,38.705151,-76.680415,1,23
2019-04-24 23:54:07,213174467670432,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,798.71,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,39.859374,-76.79091,1,24
2019-04-24 23:54:50,213174467670432,fraud_Lemke-Gutmann,shopping_net,1029.09,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,40.377443,-74.976678,1,24
2019-04-25 00:47:13,3556613125071656,fraud_Donnelly PLC,misc_net,929.5,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.420862,-96.075749,1,1
2019-04-25 01:46:02,3556613125071656,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,11.61,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.611878000000004,-94.729559,1,2
2019-04-25 03:07:33,3556613125071656,fraud_Nader-Heller,misc_net,723.19,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.751163,-94.53647,1,4
2019-04-25 05:34:07,378278619832195,fraud_Koss and Sons,gas_transport,14.01,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.544897,-122.40676100000002,1,6
2019-04-25 22:09:18,378278619832195,fraud_Stamm-Witting,shopping_net,861.34,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,43.491701,-122.938921,1,23
2019-04-25 22:32:55,378278619832195,fraud_Vandervort-Funk,grocery_pos,289.51,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.757364,-123.250058,1,23
2019-04-25 23:03:23,378278619832195,fraud_Brown PLC,misc_net,865.88,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.871443,-123.782105,1,24
2019-04-25 23:24:56,3556613125071656,fraud_Kautzer and Sons,personal_care,20.51,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.871618,-95.823992,1,24
2019-04-25 23:28:39,3556613125071656,fraud_Ankunding LLC,shopping_net,999.18,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.410989,-95.113195,1,24
2019-04-25 23:48:46,3556613125071656,"fraud_Watsica, Haag and Considine",shopping_pos,736.18,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.991052000000003,-95.579553,1,24
2019-04-25 23:58:13,3556613125071656,"fraud_Bahringer, Schoen and Corkery",shopping_pos,756.01,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.349703,-95.925882,1,24
2019-04-26 00:08:53,378278619832195,fraud_Bogisich Inc,grocery_pos,309.33,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,43.099765000000005,-123.487268,1,1
2019-04-26 00:27:23,378278619832195,fraud_Kutch and Sons,grocery_pos,262.56,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.563191,-123.25377,1,1
2019-04-26 00:38:05,3556613125071656,fraud_Stracke-Lemke,grocery_pos,289.82,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.808299,-95.549026,1,1
2019-04-26 00:52:42,676245600876,fraud_Koss and Sons,gas_transport,9.57,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,26.430940000000003,-80.7276,1,1
2019-04-26 01:10:29,3556613125071656,"fraud_Schumm, Bauch and Ondricka",grocery_pos,309.88,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.678031,-94.823149,1,2
2019-04-26 01:41:15,378278619832195,fraud_Harris Inc,gas_transport,11.93,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.176418,-122.833979,1,2
2019-04-26 01:57:10,378278619832195,"fraud_Casper, Hand and Zulauf",grocery_pos,297.95,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.338684,-123.745909,1,2
2019-04-26 02:14:59,3556613125071656,"fraud_Moen, Reinger and Murphy",grocery_pos,321.81,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.184686,-95.687871,1,3
2019-04-26 02:31:02,6011348830550197,fraud_Kerluke Inc,misc_net,792.33,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,32.855717,-86.85426700000001,1,3
2019-04-26 02:48:15,6011348830550197,fraud_Rau and Sons,grocery_pos,296.76,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,33.041681,-87.696151,1,3
2019-04-26 03:34:25,3556613125071656,fraud_Kilback LLC,grocery_pos,304.1,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.868013,-95.513578,1,4
2019-04-26 09:59:29,3556613125071656,"fraud_Goldner, Kovacek and Abbott",grocery_pos,293.09,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,29.734129,-95.366411,1,10
2019-04-26 12:43:35,378278619832195,fraud_Kerluke-Abshire,shopping_net,999.84,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.991922,-122.790807,1,13
2019-04-26 15:45:56,3556613125071656,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,790.36,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.312514,-94.545114,1,16
2019-04-26 18:26:41,4018105808392773675,fraud_Bogisich-Homenick,misc_net,676.39,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,39.53166,-74.55844599999999,1,19
2019-04-26 20:52:06,6011348830550197,fraud_Nader-Heller,misc_net,925.43,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,34.027112,-86.168429,1,21
2019-04-26 22:10:59,378278619832195,fraud_Cormier LLC,shopping_net,872.94,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,44.514012,-123.811496,1,23
2019-04-26 22:18:37,3556613125071656,fraud_Lemke-Gutmann,shopping_net,964.86,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.206171,-96.259899,1,23
2019-04-26 22:20:23,3556613125071656,fraud_Stamm-Witting,shopping_net,883.54,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.793243,-94.914473,1,23
2019-04-26 22:24:28,3556613125071656,fraud_Goyette Inc,shopping_net,1046.02,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,28.113199,-94.665967,1,23
2019-04-26 22:37:59,4018105808392773675,"fraud_Langworth, Boehm and Gulgowski",shopping_net,991.86,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,39.566795,-74.66504599999999,1,23
2019-04-26 22:58:36,378278619832195,"fraud_Quitzon, Green and Bashirian",shopping_pos,945.07,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,43.874128000000006,-122.496196,1,23
2019-04-26 23:02:42,676245600876,"fraud_Langworth, Boehm and Gulgowski",shopping_net,823.24,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.318524,-79.728015,1,24
2019-04-26 23:24:29,6011348830550197,fraud_Kuhn LLC,shopping_pos,776.37,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,33.902095,-87.345091,1,24
2019-04-26 23:34:35,676245600876,"fraud_Willms, Kris and Bergnaum",shopping_pos,1102.19,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,26.695937,-80.771495,1,24
2019-04-26 23:36:19,378278619832195,fraud_Cole PLC,grocery_pos,277.2,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,43.966848,-124.02892,1,24
2019-04-26 23:39:17,4018105808392773675,fraud_Dare-Marvin,entertainment,557.02,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,39.684773,-74.000447,1,24
2019-04-27 00:27:27,4587657402165341815,fraud_Deckow-O'Conner,grocery_pos,314.42,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,40.724965000000005,-87.692926,1,1
2019-04-27 01:14:49,6011348830550197,fraud_Bins-Rice,gas_transport,7.19,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,33.083786,-87.423989,1,2
2019-04-27 01:32:16,6011348830550197,fraud_Brekke and Sons,gas_transport,13.58,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,32.510031,-86.804676,1,2
2019-04-27 02:06:48,6011348830550197,fraud_Bogisich-Homenick,misc_net,790.78,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,32.809694,-87.677695,1,3
2019-04-27 02:35:45,6011348830550197,fraud_Conroy-Cruickshank,gas_transport,8.62,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,34.045312,-86.043471,1,3
2019-04-27 02:53:11,676245600876,fraud_Parisian and Sons,gas_transport,10.15,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.169341,-81.067359,1,3
2019-04-27 03:14:35,6011348830550197,"fraud_Herman, Treutel and Dickens",misc_net,899.6,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,33.397785,-87.501597,1,4
2019-04-27 03:36:32,676245600876,fraud_Hudson-Ratke,grocery_pos,292.07,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.285337,-81.114135,1,4
2019-04-27 15:08:44,676245600876,fraud_Kozey-Boehm,shopping_net,1223.77,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.610629,-80.667783,1,16
2019-04-27 20:35:39,6011348830550197,fraud_Volkman Ltd,misc_net,777.94,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,34.087251,-86.11487199999999,1,21
2019-04-27 22:02:16,676245600876,fraud_Jast Ltd,shopping_net,1088.06,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,25.728751000000003,-80.459179,1,23
2019-04-27 22:09:59,6011348830550197,"fraud_Greenfelder, Bartoletti and Davis",misc_net,656.01,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,33.605473,-87.241553,1,23
2019-04-27 22:19:33,676245600876,fraud_Ankunding-Carroll,travel,10.92,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.403842,-80.16257,1,23
2019-04-27 22:21:00,4587657402165341815,fraud_Bode-Schuster,kids_pets,21.77,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,41.573356,-87.651246,1,23
2019-04-27 22:53:28,4587657402165341815,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1094.71,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,40.155933000000005,-88.010775,1,23
2019-04-27 23:06:23,676245600876,fraud_Heidenreich PLC,grocery_pos,287.63,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,25.794173,-80.542552,1,24
2019-04-27 23:16:45,676245600876,fraud_Buckridge PLC,misc_pos,8.57,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.234384,-79.354407,1,24
2019-04-27 23:22:49,676245600876,"fraud_Bahringer, Schoen and Corkery",shopping_pos,906.39,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.580304,-80.38091700000001,1,24
2019-04-27 23:25:01,4018105808392773675,"fraud_Dare, Casper and Bartoletti",kids_pets,4.8,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,40.539185,-74.467499,1,24
2019-04-27 23:31:19,4018105808392773675,fraud_Kihn Inc,shopping_pos,752.7,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,40.048903,-74.98148499999999,1,24
2019-04-28 00:12:51,30371006069917,fraud_Parisian and Sons,gas_transport,20.53,M,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,37.231385,-89.729449,1,1
2019-04-28 00:12:52,30371006069917,fraud_Cummings LLC,gas_transport,18.06,M,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,38.629163,-89.05705,1,1
2019-04-28 00:41:37,6011826317034777,fraud_Schamberger-O'Keefe,grocery_pos,294.91,F,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,38.166715,-75.02336700000001,1,1
2019-04-28 01:21:27,345225948700767,fraud_Bauch-Raynor,grocery_pos,311.8,M,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,1940-10-27,37.871658,-81.87196999999999,1,2
2019-04-28 01:49:28,6011826317034777,fraud_Kuphal-Predovic,misc_net,868.29,F,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,38.9109,-74.856625,1,2
2019-04-28 02:28:24,4587657402165341815,fraud_Conroy-Cruickshank,gas_transport,8.99,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,41.263251,-87.254064,1,3
2019-04-28 02:33:09,6011826317034777,fraud_Goodwin-Nitzsche,grocery_pos,280.26,F,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,38.523208,-74.460889,1,3
2019-04-28 10:24:34,6011826317034777,"fraud_Huel, Hammes and Witting",grocery_pos,296.25,F,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,38.593896,-76.03149300000001,1,11
2019-04-28 19:21:20,345225948700767,fraud_Schamberger-O'Keefe,grocery_pos,301.82,M,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,1940-10-27,38.231677000000005,-82.87208199999999,1,20
2019-04-28 22:07:27,30371006069917,"fraud_Huel, Hammes and Witting",grocery_pos,348.41,M,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,38.162793,-89.351823,1,23
2019-04-28 22:27:23,4587657402165341815,"fraud_Bahringer, Schoen and Corkery",shopping_pos,1224.1,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,40.13161,-86.6072,1,23
2019-04-28 22:41:49,345225948700767,fraud_Boyer PLC,shopping_net,944.92,M,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,1940-10-27,38.30264,-82.05196600000001,1,23
2019-04-28 22:54:21,342351256941125,fraud_Fahey Inc,kids_pets,18.87,F,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,33.029036,-83.582033,1,23
2019-04-28 23:01:47,30371006069917,fraud_Kuhic LLC,shopping_net,1003.41,M,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,38.686142,-88.790622,1,24
2019-04-28 23:02:32,345225948700767,fraud_Renner Ltd,home,266.59,M,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,1940-10-27,38.143909,-81.654719,1,24
2019-04-28 23:03:24,6011826317034777,fraud_Waters-Cruickshank,health_fitness,20.58,F,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,39.003922,-75.852152,1,24
2019-04-28 23:28:37,342351256941125,"fraud_Pouros, Walker and Spencer",kids_pets,24.25,F,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,33.252845,-84.344255,1,24
2019-04-28 23:29:56,345225948700767,fraud_Zemlak Group,misc_net,719.08,M,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,1940-10-27,37.583846,-81.900188,1,24
